Topic	Difficulty	Source	QuestionType	Instructions_latex	Data1_latex	Data2_latex	Image1	Image1Caption	Image2	Image2Caption	ImageArrangement	Notes	Omit?	Instructor_comments
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 9		Explain how you would determine the phonological relationship between these two sounds (given below) in this dataset.	[l] and [ɫ]		english_laterals.png							[l] and [l̴] are allophonic in English. They are in complementary distribution, with [l] occurring before a vowel as in [lif] ‘leaf’ and [slɪm] ‘slim’ (and never after a vowel), and [l̴] occurring after a vowel, as in [fiɫ] ‘feel’ and [kɑɫd] ‘called’ (and never before a vowel).
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 5		Is the statement given below a good description of the distribution of sounds in this dataset? Why or why not?	The sounds [pʰ] and [f] are in complementary distribution. [pʰ] occurs after low vowels, as in [kæpʰ] ‘cap,’ while [f] occurs after high vowels, as in [lif] ‘leaf.’		english_labials.png							no; the sounds are contrastive because there are minimal pairs, even though the example given isn't one
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 5		Is the statement given below a good description of the distribution of sounds in this dataset? Why or why not?	The sounds [pʰ] and [p̚] are in complementary distribution. [pʰ] occurs after front vowels, as in [kæpʰ] ‘cap,’ while [p̚] occurs after back vowels, as in [tʃɑp̚] ‘chop.’		english_labials.png							no; the sounds are in free variation, because they can be variants of the same word, even though the example given doesn't show this
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 6		Is the statement given below a good description of the distribution of sounds in this dataset? Why or why not?	The sounds [l] and [ɾ] are in overlapping distribution. They can both occur after [u], as in [mul] ‘water’ and [muɾe] ‘at the water.’ Thus, we know that these sounds are contrastive.		korean.png							no; the sounds are allophonic, because the following environment is never the same
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 6		Is the statement given below a good description of the distribution of sounds in this dataset? Why or why not?	The sounds [l] and [ɾ] are in overlapping distribution, but just occur as pronunciation variants of the same morpheme, as in [mul] ‘water’ and [muɾe] ‘at the water.’ Thus, we know that these sounds are in free variation.		korean.png							no; the sounds are allophonic, because the words are not actually identical -- these have different phonological contexts
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 9		Is the statement given below a good description of the distribution of sounds in this dataset? Why or why not?	The sounds [l] and [ɫ] are in complementary distribution. [l] occurs in onset position (before a vowel), but it becomes [ɫ] when it occurs in coda position (after a vowel).		english_laterals.png							no; "becomes" is analytical, not descriptive
Phonological Relationships and Analysis	medium	Day 6 Handout, Question 9		Is the statement given below a good description of the distribution of sounds in this dataset? Why or why not?	The sounds [l] and [ɫ] are in complementary distribution. [ɫ] occurs in coda position (after a vowel), but it turns into [l] when it occurs in onset position (before a vowel).		english_laterals.png							no; "turns into" is analytical, not descriptive
Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	signlanguage	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?			asl_apple.png	APPLE	asl_candy.png	CANDY				shows contrast because movement and location are same
Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	signlanguage	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?			asl_stay.png	STAY	asl_awkward.png	AWKWARD				nothing, because both handshape and movement are different
Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	signlanguage	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?			asl_apple.png	APPLE	asl_onion.png	ONION		in published sample exam LING200MT_sampleexam1.pdf	omit	shows contrast, because handshape and movement are the same
Phonological Relationships and Analysis	very hard	Day 6 Handout, Question 11	signlanguage	What do the two signs below tell you about the phonological status of \underline{handshape} in ASL, and why?			asl_apple.png	APPLE	asl_now.png	NOW				nothing, because handshape and location and movement are all also different
Phonological Relationships and Analysis	medium	Quiz 5, Question 2		State what kind of phonological relationship is shown between the sounds [o] and [a] and explain how you know.			peng70ao_a.png							contrast (both occur after [i], [u], [a], and neither occurs after [o]); some neutralization in that [o] can't occur before [a] or [o], but [a] can
Phonological Relationships and Analysis	medium	Quiz 5, Question 2		State what kind of phonological relationship is shown between the sounds [o] and [a] and explain how you know.			peng70ao_b.png							contrast (both occur after [u], [o], [a] and before [o], [a]); neutralized after [i]
Phonological Relationships and Analysis	medium	Quiz 5, Question 2		State what kind of phonological relationship is shown between the sounds [o] and [a] and explain how you know.			peng70ao_c.png							allophony; [o] occurs only next to [o], and [a] occurs nect to any other vowel but not [o]
Phonological Relationships and Analysis	medium	Quiz 5, Question 2		State what kind of phonological relationship is shown between the sounds [o] and [a] and explain how you know.			peng70ao_d.png							contrast (both can occur everywhere -- no neutralization)
Phonological Relationships and Analysis	easy	Quiz 5, Question 10		Explain why the statement below either is or is not a good analysis of the data.	Because [r] and [r̥] are contrastive in English, we cannot write a rule to account for their distribution.		peng71_englishr.png							not a good analysis because the two sounds are in complementary distribution
Phonological Relationships and Analysis	easy	Quiz 5, Question 10		Explain why the statement below either is or is not a good analysis of the data.	We should posit /r/ as the underlying form, and have a rule that devoices it when it occurs after voiceless segments. This analysis is best because it requires only one rule with a single environment to account for all the occurrences of both [r] and [r̥]; the plain [r] sounds result from non-application of the rule.		peng71_englishr.png							a good analysis
Phonological Relationships and Analysis	easy	Quiz 5, Question 10		Explain why the statement below either is or is not a good analysis of the data.	We should posit /r̥/ as the underlying form, and have a rule that voices it when it occurs after voiced segments or word-initially. This analysis is best because it puts the more unusual sound, the voiceless [r̥], into the underlying representation, which has to be memorized anyway.		peng71_englishr.png							not a good analysis, because we want the UR to occur in the MOST environments, not the FEWEST (makes the rule simpler)
Phonological Relationships and Analysis	easy	Quiz 5, Question 10		Explain why the statement below either is or is not a good analysis of the data.	Because [r] and [r̥] are in free variation in English, we cannot write a rule to account for their distribution.		peng71_englishr.png							not a good analysis, because the sounds are in complementary distribution
Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1		Explain what the rule below does and suggest a name for it, explaining why that would be a good name.	/n/ → [m] / \_\_ \{[p], [b]\}									
Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1		Explain what the rule below does and suggest a name for it, explaining why that would be a good name.	/n/ → [ŋ] / \_\_ [velar]									
Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1		Explain what the rule below does and suggest a name for it, explaining why that would be a good name.	[nasal] → [αPlace] / \_\_ [αPlace]									
Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1		Explain what the rule below does and suggest a name for it, explaining why that would be a good name.	[vowel] → [nasal] / [nasal] \_\_									
Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1		Explain what the rule below does and suggest a name for it, explaining why that would be a good name.	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_									
Phonological Relationships and Analysis	easy	Day 7 Handout, Question 1		Explain what the rule below does and suggest a name for it, explaining why that would be a good name.	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]									
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/isɪm/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 								applies; no effect
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/ʊsɔm/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 								doesn't apply
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/emɛs/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 								doesn't apply
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/emus/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 								applies; [emis]
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/emos/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 								doesn't apply
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/esʊm/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 						used as example	omit	applies; [ɛsɪm]
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/imɑm/	[high vowel] →  [unround, front] / [front vowel] C$_0$ \_\_ 								doesn't apply
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/isɪm/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]								applies; [ɪsɪm]
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/ʊsɔm/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]								applies; no effect
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/emɛs/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]								applies; [ɛmɛs]
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/emus/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]								doesn't apply
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/emos/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]								doesn't apply
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/esʊm/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]						used as example	omit	applies; [ɛsʊm]
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 2		Explain whether the rule below would apply to the form shown, and if so, what the effect of the rule would be. Assume the vowel inventory [i], [ɪ], [e], [ɛ], [ɑ], [u], [ʊ], [o], [ɔ].	/imɑm/	[non-low vowel] →  [lax] / \_\_ C$_0$ [lax vowel]								doesn't apply (unless [ɑ] treated as lax)
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 4		Explain why this rule is or is not phonetically natural.	``/i/ is realized as [ɪ] when it is preceded by either [ɛ] or [ɔ], and then any number of consonants.''	/i/ → [ɪ] / \{[ɛ], [ɔ]\} C$_0$ \_\_ 						didn't have time to address this in class	omit	
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 7	UR	Explain how you would choose the underlying representation of the phoneme with allophones [s] and [ʃ].			japanese.png							We would probably pick the alveolar version /s/ to be the underlying representation, because it occurs in a wider set of contexts. That way, we can write a single rule to derive the more limited distribution of the palatal, and not need rules to explain any of alveolar occurrences.
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 7	UR	Explain how you would choose the underlying representation of the phoneme with allophones [z] and [dʒ].			japanese.png							We would probably pick the alveolar version /z/ to be the underlying representation, because it occurs in a wider set of contexts. That way, we can write a single rule to derive the more limited distribution of the palatal, and not need rules to explain any of alveolar occurrences.
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 8	UR	Explain how you would choose the underlying representation for the phoneme with allophones [ʊ] and [ɯ].			tamil.png							The phoneme category should be /ʊ/, because it occurs in the wider range of situations – especially when there is no preceding vowel that would condition whether it should be rounded or not. That is, it seems to the be “default” vowel.
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 7		Show one of the derivations for this analysis and explain what each part of it illustrates.			japanese.png					too awkward for exam	omit	
Phonological Relationships and Analysis	medium	Day 7 Handout, Question 8		Show one of the derivations for this analysis and explain what each part of it illustrates.			tamil.png					too awkward for exam	omit	
Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 9		What is the basic analysis of vowel length in this dataset, and what are the key pieces of evidence?			malayalam.png							Short and long vowels appear to be contrastive (phonemic) in Malayalam, as evidenced by minimal pairs that differ only in terms of their vowel length, such as [koʈːa] ‘basket’ vs. [koːʈːa] ‘castle’ or [keʈːu] ‘burnt out’ vs. [keːʈːu] ‘heard.’
Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 11		What is the basic analysis of voiceless stops in this dataset, and what are the key pieces of evidence?			english11.png							Plain and aspirated voiceless stops are in complementary distribution in English. Plain stops occur always and only after [s], as in [speɪs] ‘space,’ while aspirated stops never occur in this context. Meanwhile, aspirated stops occur word-initially (e.g., [phitʃ] ‘peach’) and between vowels (e.g., [əphɑɹt] ‘apart’). Because the two are in complementary distribution, we can always predict which one occurs in any given environment, and so we conclude that they are allophonic, i.e., allophones of the same phoneme category. 
Phonological Relationships and Analysis	very hard	Day 7 Handout, Question 12		What is the basic analysis of oral and nasal vowels in this dataset, and what are the key pieces of evidence?			english12.png							The pairs of sounds [i] and [ĩ], and [u] and [ũ], are each allophonic and therefore allophones of the same phoneme in English (though the two pairs represent two contrastive phonemes in English). The sounds [i] and [ĩ] are in complementary distribution in English, with [ĩ] occurring before the sounds [m] and [n], (e.g., [ɡlĩm] ‘gleam’ and [klĩn] ‘clean’) and [i] occurring elsewhere (e.g., [lip] ‘leap’). Similarly, the sounds [u] and [ũ] are also in complementary distribution, with exactly the same conditioning environments: [ũ] occurs before [m] and [n] (e.g., [dũm] ‘doom’ and [dũn] ‘dune’), and [u] occurs elsewhere (e.g. [but] ‘boot’). Thus, within each pair, we treat the vowels as allophonic. 
